train/entropy,_step,train/mean_token_accuracy,train/num_tokens,_runtime,train/loss,train/grad_norm,train/learning_rate,train/epoch,_timestamp,train/global_step
0.734970823675394,191,0.7976390495896339,17742502.0,4548.406597436,0.7129,0.24265408515930176,1.4538461538461538e-05,0.3072,1764977419.11984,1920
0.708759731054306,192,0.802841192483902,17831567.0,4570.43501989,0.6719,0.23622798919677734,1.2743589743589742e-05,0.3088,1764977441.1483514,1930
0.7190062433481217,193,0.793802733719349,17932003.0,4596.175407867,0.7319,0.1809210181236267,1.0948717948717949e-05,0.3104,1764977466.8887453,1940
0.6974019460380078,194,0.7992913991212844,18012256.0,4617.453604986,0.7023,0.2360112965106964,9.153846153846153e-06,0.312,1764977488.1669548,1950
0.717381776869297,195,0.8016926229000092,18106945.0,4641.767236095,0.6975,0.1963067352771759,7.358974358974359e-06,0.3136,1764977512.4804628,1960
0.735688392072916,196,0.7918865293264389,18201620.0,4667.348201667,0.7311,0.19325773417949677,5.564102564102564e-06,0.3152,1764977538.061524,1970
0.7148701205849648,197,0.7975894272327423,18297359.0,4692.056458574,0.7111,0.2742457687854767,3.769230769230769e-06,0.3168,1764977562.7696793,1980
0.6800357900559902,198,0.8107111603021622,18386723.0,4715.735459359,0.6588,0.20751716196537018,1.9743589743589744e-06,0.3184,1764977586.4487271,1990
0.7081197462975979,199,0.8045547693967819,18471249.0,4737.116338336,0.697,0.2521335482597351,1.7948717948717948e-07,0.32,1764977607.8296328,2000
,200,,,4738.520127071,,,,0.32,1764977609.2336109,2000
