_step,train/entropy,train/global_step,train/learning_rate,_timestamp,train/grad_norm,train/num_tokens,_runtime,train/loss,train/epoch,train/mean_token_accuracy
190,0.7302334696054459,1910,1.0727667037011668e-06,1764936454.079422,0.22861050069332123,17656420.0,4385.032476331,0.7124,0.3056,0.7910512335598469
191,0.7433166109025479,1920,8.502647233740169e-07,1764936474.3534846,0.25984230637550354,17742502.0,4405.306783923,0.7125,0.3072,0.7942555502057076
192,0.7373738124966621,1930,6.534970625142856e-07,1764936494.579563,0.25236544013023376,17831567.0,4425.532667035,0.6745,0.3088,0.7991015128791332
193,0.7455227836966515,1940,4.825147921796225e-07,1764936515.8137016,0.19575989246368408,17932003.0,4446.766779801,0.7321,0.3104,0.7939759604632854
194,0.7032510012388229,1950,3.373622908280916e-07,1764936536.2458303,0.2555404305458069,18012256.0,4467.199127249,0.703,0.312,0.7982536524534225
195,0.7279776331037283,1960,2.1807723279971826e-07,1764936557.2356122,0.21213757991790771,18106945.0,4488.188795256,0.6984,0.3136,0.7992312259972095
196,0.7327951911836863,1970,1.246905785381447e-07,1764936578.3614907,0.20805224776268005,18201620.0,4509.314719104,0.7322,0.3152,0.7914574205875397
197,0.7265945138409734,1980,5.722656655482439e-08,1764936598.8459656,0.29894620180130005,18297359.0,4529.79902417,0.711,0.3168,0.7965945616364479
198,0.6959021221846342,1990,1.570270713794342e-08,1764936619.5938003,0.2231169492006302,18386723.0,4550.54707713,0.659,0.3184,0.8077756501734257
199,0.7262732008472085,2000,1.297778075781686e-10,1764936640.7983348,0.2705661654472351,18471249.0,4571.751575592,0.6988,0.32,0.8004108458757401
200,,2000,,1764936643.3338406,,,4574.286743971,,0.32,
